ident,name,lat,long,elev,cou
7NM1,Mesa Verde Ranch Strip Airport,32.935278,-106.045278,4237,US
7NR2,Granville Medical Center Heliport,36.326445,-78.591701,478,US
7NY0,Campis Airport,41.68339920043945,-75.01629638671875,1200,US
7NY1,Gar Field,42.76340103149414,-74.27850341796875,640,US
7NY2,Butterville Airport,43.843399,-76.094704,510,US
7NY3,North Shore University Hospital Heliport,40.77790069580078,-73.7051010131836,93,US
7NY4,Culver Airfield,42.42509841918945,-76.71499633789062,1455,US
7NY5,State Police Troop K Heliport,41.782816,-73.752704,350,US
7NY6,Sherwood Farm Airport,42.893699645996094,-73.50789642333984,530,US
7NY7,HNA Palisades Premier Conference Center Heliport,41.01911,-73.91819,173,US
7NY8,Shaw Field,43.198007,-73.632524,190,US
7OA7,Skydive Greene County Inc Airport,39.67919921875,-83.87079620361328,1055,US
7OH0,East Liverpool City Hospital Heliport,40.621667,-80.586389,791,US
7OH1,Rauhaus Field,41.209999084472656,-81.97360229492188,912,US
7OH2,Canal Fulton Airport,40.900299,-81.533699,1150,US
7OH3,Obi One Airport,40.35279846191406,-83.0510025024414,952,US
7OH4,Meigs Mine 2 Heliport,39.125099182128906,-82.283203125,716,US
7OH5,Mahoning County Joint Vocational School Airport,41.03419876098633,-80.78170013427734,1130,US
7OH6,Karam Heliport,41.14580154418945,-81.51860046386719,1020,US
7OH7,Hydebrook Airport,39.780102,-83.899902,960,US
7OH8,Curtis Airport,41.63779830932617,-81.10140228271484,1250,US
7OH9,Cleveland Police Department 6th District Heliport,41.54999923706055,-81.56649780273438,655,US
7OI0,Christy's Airport,41.334202,-84.163597,683,US
7OI1,Blevins Airport,41.207298278808594,-84.26969909667969,722,US
7OI4,The Farm Heliport,39.86259841918945,-84.0416030883789,835,US
7OI5,Bea-D Airport,41.520599365234375,-83.27519989013672,605,US
7OI7,Southcreek Airport,41.29949951171875,-83.01129913330078,665,US
7OI9,Massengill Airport,40.069000244140625,-82.13600158691406,955,US
7OK0,Dennis Ranch Airport,34.03179931640625,-97.67780303955078,875,US
7OK1,Meadowlark Field,35.620398,-95.744202,746,US
7OK2,Scott Airport,34.976866,-99.501261,1650,US
7OK3,Hillcrest Hospital Pryor Heliport,36.308794,-95.304025,621,US
7OK4,Martin Farms Airport,35.150101,-97.866997,1200,US
7OK5,Atrium Heliport,35.533401,-97.579201,1270,US
7OK6,Norman Regional Hospital Heliport,35.22919845581055,-97.439697265625,1182,US
7OK7,City of Faith Heliport,36.042243,-95.954862,624,US
7OK8,Myers Airport,35.989201,-97.573095,1060,US
7OK9,St John Heliport,36.134300231933594,-95.96640014648438,740,US
7OR0,Minam Lodge Airport,45.35820007324219,-117.63400268554688,3589,US
7OR1,Arnold Airstrip,43.4193000793457,-118.57599639892578,4140,US
7OR2,Basl Hill Farms Airport,44.82292,-122.680507,1160,US
7OR3,Honald Ranch Airport,45.586077,-121.22211,245,US
7OR4,Pineridge Ranch Airport,44.311211,-121.456958,3070,US
7OR5,Emanuel Hospital Heliport,45.5430206012,-122.670512795,160,US
7OR6,Green Acres Air Park,45.63679885864258,-121.59100341796875,800,US
7OR7,Hollin Airport,45.05400085449219,-122.90699768066406,170,US
7OR8,Inshallah International Airport,44.09040069580078,-119.29000091552734,4560,US
7OR9,Parson Landing Airport,45.324298858599995,-122.472000122,640,US
7PA0,Manor Knoll Personal Use Airport,40.020901,-76.423897,440,US
7PA1,Warren Airpark,41.86589813232422,-79.2061996459961,1790,US
7PA2,State Park Heliport,40.80390167236328,-75.2969970703125,620,US
7PA3,Charles G. Kalko Airport,41.7056007385,-75.2880020142,1400,US
7PA4,Orson Field,41.84230041503906,-75.4363021850586,2100,US
7PA5,Fauser Ultralightport,41.102901458740234,-76.80549621582031,565,US
7PA6,Stott Private Airport,40.245398,-74.9913,143,US
7PA7,One Montgomery Plaza Heliport,40.115687,-75.34437,269,US
7PA8,Shadyside Health Edu & Research Corp. Heliport,40.455101013183594,-79.94029998779297,1037,US
7PA9,Caterpillar Pbp Heliport,39.982601165771484,-76.67330169677734,420,US
7PN0,Tidmore Airport,40.70500183105469,-76.23639678955078,930,US
7PN2,Pq-Lafayette Hill Heliport,40.07509994506836,-75.28299713134766,100,US
7PN3,Suburban General Hospital Heliport,40.15010070800781,-75.34960174560547,316,US
7PN4,Knorr Farm Heliport,40.395999908447266,-75.83450317382812,825,US
7PN5,Letterkenny Army Depot Helipad Heliport,40.0072222222,-77.6452777778,774,US
7PN6,Hagan Heliport,39.82469940185547,-76.62999725341797,845,US
7PN7,Wellspan York Hospital Alternate Heliport,39.943902,-76.742302,408,US
7PN8,Perry Health Center Heliport,40.366664,-77.341667,600,US
7PN9,East Forest Junior/Senior High School Heliport,41.475008,-79.126108,1901,US
7PS0,B S Corporation Steelton Plant Heliport,40.23059844970703,-76.83660125732422,300,US
7PS1,St. Vincent Outpatient Center Heliport,41.90620040893555,-79.8467025756836,1400,US
7PS2,Braehead Heliport,39.98789978027344,-75.49099731445312,500,US
7PS3,Susquehanna High School Heliport,41.949786,-75.588953,1040,US
7PS4,Sky Classics Field,40.39789962768555,-76.5988998413086,500,US
7PS5,Muncy Valley Hospital Heliport,41.210601806640625,-76.77330017089844,500,US
7PS6,Allegheny Valley Hospital Heliport,40.61899948120117,-79.73780059814453,965,US
7PS7,Lenzner Farm Airport,40.538700103759766,-80.11730194091797,1250,US
7PS8,Bucktail Medical Center Heliport,41.32780075073242,-77.73580169677734,665,US
7PS9,Elk Regional Medical Center Heliport,41.42620086669922,-78.57859802246094,1735,US
7TA0,Field's Field,30.09289,-95.651487,198,US
7TA1,Navasota Regional Hospital Heliport,30.39240074157715,-96.07749938964844,248,US
7TA2,Club House Nr 1 Heliport,29.56329917907715,-95.24970245361328,45,US
7TA3,Quarterway Airport,34.18090057373047,-101.83699798583984,3470,US
7TA4,Christus Mother Frances Hospital Tyler Heliport,32.34179,-95.291918,520,US
7TA5,Weber Ranch Airport,30.587099075317383,-96.63410186767578,350,US
7TA6,PHI Heliport,28.439699,-96.434998,4,US
7TA7,Flying M Ranch Airport,31.83989906311035,-94.9613037109375,310,US
7TA8,John Henry Key Airport,29.859699,-98.741402,1400,US
7TA9,San Angelo Community Medical Center Heliport,31.418884,-100.470575,1900,US
7TE0,Kelley Crop Service Airport,29.913799285888672,-94.20819854736328,21,US
7TE1,Zachry Ranch Airport,27.072788,-98.935425,592,US
7TE2,Cage Ranch Airport,27.105899810791016,-98.20580291748047,148,US
7TE3,Lometa Air Strip,31.22624,-98.4612,1400,US
7TE4,Flying J Ranch Airport,29.599505,-99.846325,1620,US
7TE5,Carlisle Airport,31.67919921875,-98.6635971069336,1790,US
7TE6,Stovall Ranch Nr 1 Airport,29.200300216674805,-96.55439758300781,108,US
7TE7,Moore Field,26.383699,-98.333603,219,US
7TE8,Trulock Ranch Field,32.421001,-100.810997,2168,US
7TE9,Boening Brothers Airport,29.02720069885254,-98.28669738769531,407,US
7TN0,Blue Bird Field,36.43560028076172,-87.09140014648438,705,US
7TN1,Krashinsky Airfield,35.320599,-85.8536,995,US
7TN2,Centennial Medical Center Heliport,36.15359878540039,-86.80889892578125,617,US
7TN3,Stones River Airport,35.97079849243164,-86.39309692382812,537,US
7TN4,Pegasus Field,35.17279815673828,-89.5625,380,US
7TN5,Flying D Airport,35.133806,-89.186806,477,US
7TN6,Goodlark Medical Center Heliport,36.07500076293945,-87.375,845,US
7TN7,Pca Heliport,35.04499816894531,-88.26439666748047,480,US
7TN8,Van Stratum Heliport,35.977500915527344,-83.22640228271484,1160,US
7TN9,Jacques Heliport,35.957801818847656,-83.29609680175781,1160,US
7TS0,Fairview Airport,33.09510040283203,-97.427001953125,920,US
7TS1,Cowden Heliport,32.863061,-97.397822,783,US
7TS2,Alison Air Park,29.831300735473633,-97.88919830322266,630,US
7TS3,Wyatt Airport,29.9599,-97.985298,800,US
7TS4,Hicks Airport,33.183201,-97.2545,725,US
7TS5,Cig 806 Heliport,28.625,-96.68360137939453,24,US
7TS6,Strack Farms Heliport,30.033000946044922,-95.50129699707031,125,US
7TS7,Broussard Farm Airport,29.9111,-94.339103,20,US
7TS8,Ott Farms Airport,34.40380096435547,-102.4540023803711,3817,US
7TS9,Ag Aviation Airport,29.0541,-95.962502,50,US
7TX0,Tom Danaher Airport,33.82820129394531,-98.57270050048828,986,US
7TX1,Ascension Providence Health Center Heliport,31.514099,-97.200302,660,US
7TX2,Falcon's Nest Heliport,30.411221,-97.877669,900,US
7TX3,Big Town Heliport,32.79180145263672,-96.5635986328125,550,US
7TX4,Hillcrest Airport,32.966800689697266,-97.27529907226562,710,US
7TX5,Mabee Ranch Airport,32.217098236083984,-102.16000366210938,2862,US
7TX6,Kemah Waterfront Heliport,29.546899795532227,-95.01689910888672,5,US
7TX7,Ryan Aerodrome,32.06891,-102.02557,2740,US
7TX8,Flying K Airport,35.107601165771484,-102.03800201416016,3560,US
7TX9,Ashford Field,33.358699798583984,-94.43769836425781,305,US
7VA0,Airduce Heliport,37.273611,-75.971944,16,US
7VA1,Bristol Regional Medical Center Heliport,36.602298736572266,-82.21510314941406,1820,US
7VA2,Technical Center Heliport,37.30569839477539,-77.39440155029297,65,US
7VA3,Hopewell Heliport,37.28739929199219,-77.27110290527344,35,US
7VA4,Bermuda Hundred Heliport,37.29570007324219,-77.27110290527344,15,US
7VA5,Redhouse Airfield,37.18899917602539,-78.82969665527344,742,US
7VA6,Clover Project Landing Zone Heliport,36.871799,-78.713303,420,US
7VA7,Brammer Seaplane Base,37.033501,-79.699799,795,US
7VA8,Tri-Cities Heliport,36.64590072631836,-82.11070251464844,1880,US
7VA9,Hannah Field,38.398333,-79.600278,3049,US
7VG0,Warrenton Air Park,38.65570068359375,-77.78720092773438,442,US
7WA0,Big Andy Airport,48.0984001159668,-123.64299774169922,830,US
7WA1,Eclipse Heliport,48.0968017578125,-123.48300170898438,600,US
7WA2,Jefferson General Hospital Heliport,48.109798431396484,-122.79299926757812,160,US
7WA3,West Wind Airport,48.88610076904297,-122.3290023803711,160,US
7WA4,Humbert Airport,47.85749816894531,-117.77999877929688,1890,US
7WA5,Stuart Island Airpark,48.673379,-123.175439,10,US
7WA6,Prosser Hospital Heliport,46.208199,-119.764,690,US
7WA7,Mc Whorter Ranch Airport,46.313653,-119.615042,1356,US
7WA8,Good Samaritan Hospital Heliport,47.17900085449219,-122.28900146484375,120,US
7WA9,Ocean Beach Hospital Heliport,46.3026008605957,-124.04299926757812,25,US
7WI0,Turkey Bluff Airport,43.37300109863281,-91.10990142822266,1110,US
7WI1,Little Clam Lake Seaplane Base,46.158599853515625,-90.8843002319336,1456,US
7WI2,Higgins Airport,43.44300079345703,-89.1781997680664,965,US
7WI3,St Vincent Hospital Heliport,44.501399993896484,-88.0114974975586,659,US
7WI4,Lewis Airport,44.300498962402344,-90.98789978027344,1041,US
7WI5,Syvrud Airport,42.88249969482422,-89.40070343017578,1000,US
7WI6,Weatherbee Field,43.47050094604492,-89.35900115966797,960,US
7WI7,Charlies Airport,45.158901,-90.1493,1490,US
7WI8,Crispy Cedars Airport,44.780601501464844,-87.60240173339844,700,US
7WI9,Nett Construction Airport,43.829683,-88.326617,1040,US
7WV2,Greenbrier Valley Medical Center Heliport,37.772052,-80.470338,2202,US
7XA0,West Texas VA Health Care System Heliport,32.231997,-101.471531,2560,US
7XA2,Sagebrush Airport,33.148726,-97.373993,810,US
7XA4,Buckshot Ranch Airport,31.161201,-97.302523,721,US
7XA7,The Post Oak Heliport,29.751944,-95.457222,534,US
7XS0,Polly Ranch Airport,29.50469970703125,-95.17549896240234,24,US
7XS1,Flying E Ranch Airport,32.993301,-97.676903,850,US
7XS2,Kenley's Mustang Prairie Ranch Airport,31.242399,-95.604103,300,US
7XS3,W C Ranch Airport,31.475385,-95.634072,337,US
7XS4,Durwood Greene Construction Company Heliport,29.62809944152832,-95.55670166015625,78,US
7XS5,Christian Ranch Airport,30.8603,-100.567,2425,US
7XS6,Moore Hx Ranch Airport,31.79439926147461,-96.20800018310547,400,US
7XS7,Indian Springs Ranch Airport,30.114700317382812,-98.93109893798828,2030,US
7XS8,Lift Crane Heliport,29.638095,-95.456963,65,US
7XS9,Pearce Industries Heliport,29.65019989013672,-95.46050262451172,65,US
80AK,Morvro Lake Seaplane Base,61.60200119018555,-149.78399658203125,300,US
80AR,Price Field,35.500099182128906,-90.2583999633789,236,US
80CA,Bacchi Valley Industries Airport,38.817133,-120.922541,760,US
80CL,Blythe Service Center Heliport,33.604879,-114.602305,297,US
80CN,US Border Patrol Campo Heliport,32.716072,-116.450054,3275,US
80CO,Simonson Field,38.15169906616211,-104.70600128173828,5130,US
80FA,Lake Marian Seaplane Base,27.8863889,-81.0838888,62,US
80FD,Brady Ranch Airport,27.113399505615234,-80.6333999633789,18,US
80FL,Northwest Florida Community Hospital Heliport,30.765957,-85.543769,130,US
80GA,Murphy's Landing Airport,33.259103,-84.844937,820,US
80ID,St Luke's Magic Valley Heliport,42.591282,-114.496567,3686,US
80IN,Gustin's /Private/ Airport,41.204200744599994,-84.8051986694,740,US
80IS,Martin Airport,39.41699981689453,-90.58599853515625,425,US
80KS,Gilley's Airport,38.157798767100005,-97.19309997559999,1427,US
80KY,David Lowe Airport,37.39619827270508,-87.2354965209961,465,US
80LA,Luscombe Lane 1 Airport,30.4263,-92.318199,42,US
80MA,Tew Mac Heliport,42.5975,-71.205,92,US
80MI,Fox Hollow Heliport,42.944423,-85.513029,720,US
80MN,North Shore Health Heliport,47.757012,-90.341161,805,US
80MO,Seiferd Field,37.276536,-94.351897,980,US
80MU,Springfield Community Hospital Heliport,37.152,-93.279404,1300,US
80NC,May Airport,35.999000549316406,-79.68930053710938,777,US
80ND,Troy Field,48.87860107421875,-103.37000274658203,2080,US
80NE,R & R Farms Airport,40.281700134277344,-97.85420227050781,1620,US
80NJ,Middletown Township Police Heliport,40.38710021972656,-74.08789825439453,100,US
80NR,Wakemed North Hospital Heliport,35.909444,-78.5975,425,US
80OH,Sloas Airport,41.266700744628906,-80.7665023803711,885,US
80OI,Cleveland Clinic South Pointe Heliport,41.446742,-81.538206,1014,US
80OK,Flying S Ranch Airport,35.576698,-99.8862,2440,US
80OR,Wilderness Airport,42.36429977416992,-120.96600341796875,4540,US
80PA,Pamco Pa Heliport,41.36899948120117,-75.67739868164062,990,US
80PN,Hanny Beaver Airpark Inc Airport,40.54169845581055,-80.45259857177734,1220,US
80SD,Comstock Field,45.772675,-98.352894,1332,US
80TA,Porta-Kamp 12th Street Heliport,29.79129981994629,-95.44490051269531,70,US
80TE,Opela Heliport,32.9557991027832,-96.91310119628906,445,US
80TN,Big T Airport,35.826698303222656,-84.33000183105469,900,US
80TS,M Y Ranch Airport,31.327699661254883,-95.572998046875,300,US
80TX,Resaca Airstrip,25.927082,-97.409048,20,US
80VA,Holly Springs Airport,37.79130172729492,-77.82469940185547,250,US
80WA,SFS Airpark,48.034584,-122.774881,120,US
80WI,Spring Creek Airport,44.02299880981445,-89.13849639892578,800,US
80XA,Knight Trow Ranch Airport,32.487519,-95.954513,505,US
80XS,Three Acres Airport,33.6432991027832,-97.002197265625,775,US
81AK,Mc Kinley Country Airport,62.5676994324,-150.235992432,600,US
81AR,Smith's Strip,34.750099,-91.848701,250,US
81AZ,Hangar 5 Heliport,33.632496,-111.906604,1500,US
81CA,7-M Ranch Airport,38.731602,-122.563004,1153,US
81CL,Sandhill Heliport,37.92129898071289,-122.19599914550781,956,US
81CO,Mesa 1 Airport,40.40610122680664,-106.82099914550781,7000,US
81FA,Johnson Ranch Heliport,27.033889,-80.166389,14,US
81FD,Flying H Heliport,26.917299,-80.199799,18,US
81FL,Cox's Hammock Airport,27.071699,-80.520102,35,US
81GA,Lucky Lairds Landing Airport,33.640899658203125,-84.90489959716797,1130,US
81II,Methodist Hospital of In. Inc. Heliport,39.78889846801758,-86.16230010986328,854,US
81IL,Illinois Valley Parachute Club Airport,40.433943,-89.356585,646,US
81IN,Bass Lake Seaplane Base,41.228889,-86.581667,713,US
81KS,Blackhawk Airport,39.15620040893555,-95.57749938964844,1015,US
81KY,Hi Rise Farm Airport,38.5783,-85.017502,480,US
81LA,Mobil Cameron Heliport,29.7852,-93.325104,2,US
81LL,Otterbach Farm Airport,41.56919860839844,-89.17369842529297,840,US
81LS,Richardson Medical Center Heliport,32.463538,-91.750022,72,US
81MI,Three Rivers Health Heliport,41.935475,-85.648708,818,US
81MN,Ewen Landing Field,44.03049850463867,-95.19550323486328,1483,US
81MO,Bates County Hospital Heliport,38.24829864501953,-94.34220123291016,820,US
81MU,Mercy Hospital Springfield Heliport,37.179464,-93.27601,1300,US
81NC,Cox Field,34.0408325195,-78.7399978638,50,US
81ND,Millers Airstrip,48.38859939575195,-101.04499816894531,1545,US
81NE,Bunger Field,40.27360153198242,-99.00789642333984,2170,US
81NJ,Hall's No 1 Heliport,40.57509994506836,-74.56539916992188,94,US
81NM,Diamond A Ranch Airport,33.34510040283203,-105.18000030517578,5056,US
81OH,Elbel Airport,38.891701,-83.983002,975,US
81OI,Brown Heliport,39.08060073852539,-84.60189819335938,870,US
81OK,Twin Lakes Ranch Airport,35.02640151977539,-99.33940124511719,1630,US
81OR,Wagontire Airport,43.249900817871094,-119.875,4725,US
81PA,Derf Haus Heliport,41.863399505615234,-75.54070281982422,1800,US
81PN,Armstrong County Memorial Hospital Heliport,40.81119918823242,-79.54810333251953,1157,US
81TA,Masterson Heliport,29.55660057067871,-98.92949676513672,1100,US
81TE,Horn Ranch Airport,29.541900634765625,-100.61699676513672,1290,US
81TS,Dibrell Airport,31.443304,-95.276191,385,US
81TX,La Leona Airport,29.3433,-103.565001,2590,US
81VA,Ferguson Airport,37.118099212646484,-79.7885971069336,1050,US
81WA,Jobe Skis Plant 1 Heliport,47.68539810180664,-122.13600158691406,30,US
81WI,Gunner Field,45.0786041,-90.176498,1465,US
81XS,Post Oak Central Heliport,29.72909927368164,-95.4646987915039,148,US
82AK,Jim's Landing Airport,61.6166,-149.190991,425,US
82CA,SCE Moorpark Substation Heliport,34.281799,-118.904542,470,US
82CD,Creech Heliport,38.081583,-84.31825,1001,US
82CL,Fort Bragg Airport,39.4743003845,-123.79599762,71,US
82CO,Mountain Bell Heliport,39.09749984741211,-108.58399963378906,4580,US
82FA,Airrep Heliport,30.488626,-86.19166,17,US
82FD,Atc Heliport,26.98870086669922,-80.0927963256836,6,US
82FL,BR Ranch Airport,26.9142,-80.205299,20,US
82GA,Paces South Farms Airport,32.808799743652344,-82.38529968261719,275,US
82IL,Mercyhealth System-Riverside Heliport,42.315222,-88.960166,908,US
82IN,Hunter Airport,40.981201171875,-85.92919921875,790,US
82IS,Landings Condominium Airport,42.14310073852539,-88.40290069580078,880,US
82KS,Greg Post Farms Airport,38.012073,-94.857872,884,US
82KY,Woodledge Farm Airport,38.28340148925781,-85.48190307617188,680,US
82LA,Fisher's Field,29.93239974975586,-89.93280029296875,5,US
82LL,Cheechako Airport,42.129501,-88.992302,860,US
82LS,Lookout Point Airport,32.691119,-91.11008,86,US
82MO,Cameron Community Hospital Heliport,39.7304556,-94.2189417,1016,US
82MU,Ktts Heliport,37.1963996887207,-93.32319641113281,1248,US
82NC,Pineview Air Airport,35.308101654052734,-79.07330322265625,300,US
82NH,Summit Meadow Heliport,42.896267,-71.915167,1018,US
82NJ,Graphic Scanning Corporation Heliport,40.886199951171875,-73.99120330810547,10,US
82NM,Skeen Ranch Airport,33.170101165771484,-105.13400268554688,5524,US
82NY,Silvernails Field,42.001389,-73.67111,571,US
82OH,Rocky Ridge Airpark,41.5078010559082,-83.77130126953125,650,US
82OI,J-Em Farm Airport,40.15420150756836,-83.27490234375,1005,US
82OK,Ascension Saint John Sapulpa Heliport,35.993146,-96.099575,750,US
82OR,Lost Creek Airport,43.89929962158203,-122.81700134277344,700,US
82PA,Frame Field,40.39670181274414,-80.3052978515625,1210,US
82TA,Gellhorn Pad Heliport,29.780799865722656,-95.26850128173828,40,US
82TE,Tarry Bank Airport,29.691602,-98.707498,1380,US
82TS,Elmdale Airpark,32.450872,-99.648785,1775,US
82TX,St Joseph Hospital Heliport,30.657100677490234,-96.34750366210938,320,US
82VA,Root Field,38.17319869995117,-78.96920013427734,1290,US
82WA,Kittitas Valley Healthcare Heliport,46.9876555,-120.5378194,1597,US
82WI,Triple S Ranch Airport,44.149200439453125,-87.81439971923828,855,US
82WN,Magee Creek Aerodrome,48.361371,-118.140814,1945,US
82XS,Circle P Ranch Airport,29.102699279785156,-98.2166976928711,500,US
83AK,Tolovana Hot Springs Airport,65.25650024414062,-148.8300018310547,800,US
83CA,The Met Heliport,33.688469,-117.877966,204,US
83CO,Snake River Health Services Inc Heliport,39.60419845581055,-105.95899963378906,9300,US
83FD,Lake Montaza Airport,27.580299377441406,-80.81529998779297,52,US
83FL,Nassau Airport,30.618799209594727,-81.53369903564453,20,US
83GA,Brock Airpark,30.99970054626465,-84.506103515625,130,US
83IA,Keokuk County Health Center Heliport,41.3224983215332,-92.20549774169922,753,US
83IL,Oltman-Shuck Airport,40.892799377441406,-89.10399627685547,736,US
83IN,Goodenough Airport,40.73979949951172,-86.00050354003906,685,US
83IS,Prairie Airport,38.42639923095703,-89.1312026977539,550,US
83KS,Miller Aeroplane Field,39.23529815673828,-96.29969787597656,1020,US
83KY,Works Heliport,38.98109817504883,-84.5447006225586,800,US
83LA,Ledet Airfield,29.5555,-90.329498,3,US
83LL,Lindauer Airport,38.3036003112793,-89.8551025390625,437,US
83MI,St. Joseph Mercy Oakland-Bassett Street Helipad,42.612111,-83.27586,980,US
83MN,Ponderosa Seaplane Base,46.863098,-93.989403,1316,US
83MO,North Kansas City Hospital Heliport,39.14939880371094,-94.55130004882812,411,US
83MU,Dalbom Ultralightport,36.769001,-94.212402,1130,US
83NC,Holly Green Heliport,35.922298431396484,-78.98809814453125,300,US
83NE,Abbott Airport,42.322943,-99.755845,2560,US
83NJ,Mac Millan Restricted Helistop,40.020401001,-74.96070098879999,29,US
83NM,King Ranch Airport,34.648101806640625,-108.00599670410156,7143,US
83NY,Norcross Helipad Heliport,43.12369918823242,-77.64969635009766,530,US
83OA,Hufford Field,40.158611,-84.594167,1035,US
83OH,Adams Strip,40.062302,-84.379402,973,US
83OI,M P W Heliport,39.954498291015625,-82.52739715576172,900,US
83OK,Sweetbriar Airport,35.25680160522461,-94.5780029296875,560,US
83OR,Tamarack Springs Ranch Airport,45.50130081176758,-117.47200012207031,3445,US
83PA,Mmc Heliport,40.31119918823242,-79.61029815673828,1348,US
83PN,Wpxi-Tv Television Hill Heliport,40.4632987976,-80.00460052490001,1182,US
83TA,Rainbow Field,31.900299072265625,-96.60030364990234,365,US
83TE,K Bar Ranch Airport,29.49690055847168,-99.493896484375,1208,US
83TS,Moore Ranch Airport,32.426896,-98.418374,1200,US
83TX,Texas A And M Flight Test Station Airport,30.6334991455,-96.48359680179999,264,US
83VA,Medical Heliport,37.280399322509766,-76.72250366210938,75,US
83WA,Darcy's Air Strip,46.0275993347168,-118.16799926757812,2430,US
83WI,Jones Airport,44.97050094604492,-90.34619903564453,1410,US
83XS,Ball Park Heliport,29.674699783325195,-95.61830139160156,90,US
84AK,T-Time Heliport,61.587245,-149.33453,375,US
84AL,Blessings Landing Air Ranch,31.3031,-85.52705,400,US
84CA,Beverly Center Heliport,34.07389831542969,-118.37699890136719,278,US
84CL,Century City Heliport,34.060798645,-118.417999268,473,US
84CO,Rampart Heliport,39.344239,-104.841906,6480,US
84FD,North Port Ems Heliport,27.046100616455078,-82.23629760742188,14,US
84FL,Capeletti Heliport,25.925399780273438,-80.29979705810547,7,US
84GA,Screven Ems Heliport,32.750999450683594,-81.6720962524414,250,US
84ID,Shetler's Heliport,42.543319,-114.545791,3848,US
84IL,Rossi's Farm Airport,41.50699996948242,-88.27780151367188,580,US
84IN,Kosciusko Community Hospital Heliport,41.247798919677734,-85.82890319824219,839,US
84IS,Passavant Area Hospital Heliport,39.747743,-90.260396,604,US
84KY,Greene County Parachute Center Airport,37.8153,-85.540002,650,US
84LA,Touchstone Ridge Ultralightport,32.55289840698242,-93.59320068359375,180,US
84ME,Cowboys Air Ranch Airport,45.551929,-67.746085,504,US
84MI,Timbers Sky Camp Airport,44.469501,-83.881897,945,US
84MN,Nielsville Airport,47.53329849243164,-96.83090209960938,869,US
84MO,Holiday Inn Westport Heliport,38.69390106201172,-90.44869995117188,600,US
84MT,Shimmon Airport,46.280813,-114.050214,3920,US
84NC,Rooster Field,35.272724,-79.248548,340,US
84ND,Kyllo Airport,48.00080108642578,-97.75700378417969,1150,US
84NJ,Edison Square Heliport,40.52320098876953,-74.39179992675781,107,US
84NK,St. Luke's Cornwall Hospital Heliport,41.434583,-74.041111,264,US
84NM,Nalda Ranch Airport,34.35340118408203,-108.16200256347656,7531,US
84NR,Dupree Willow Heliport,35.582577,-78.719495,368,US
84NY,Skyview Airport,42.98619842529297,-77.61250305175781,642,US
84OH,Hanshell Flying Apple Airport,39.581199645996094,-83.6510009765625,1055,US
84OI,Grant Lifeflight 2 Heliport,39.125099182128906,-82.53820037841797,716,US
84OK,Collier Farms Airport,35.938901,-99.053201,1740,US
84OL,Cotton Field,36.11040115356445,-95.7655029296875,685,US
84OR,B Bar Ranch Airport,42.24760055541992,-123.56999969482422,1400,US
84PA,Ged Heliport,40.30929946899414,-75.82630157470703,440,US
84PN,Draco STOLport,39.752601623535156,-76.5354995727539,625,US
84TA,Allied Northborough Heliport,29.957399368286133,-95.41940307617188,200,US
84TE,W4 Ranch Airport,31.988067,-97.543181,833,US
84TS,Tourist Ride Services Heliport,29.2460994720459,-94.8646011352539,18,US
84TX,Camp Longhorn Airport,30.741373,-98.37873,934,US
84VA,Cia Headquarters Heliport,38.95289993286133,-77.15249633789062,255,US
84WA,D and B Airpark,46.969535,-123.386024,55,US
84WI,Lutheran Hospital - La Crosse Heliport,43.792999267599996,-91.2473983765,656,US
84WY,Moore Ranch Airport,43.446111,-105.743055,5027,US
84XS,Lang Ranch Airport,30.255,-99.398889,2200,US
85AK,Marion Seaplane Base,61.509167,-149.908611,150,US
85CA,Redwood Coast Medical Services Heliport,38.770806,-123.529453,135,US
85CO,Anderson Heliport,40.11249923706055,-105.16200256347656,5160,US
85FA,North Exuma Airport,29.093122,-81.277635,62,US
85FD,AdventHealth Kissimmee Heliport,28.315393,-81.405979,81,US
85FL,Thomas Farms Airport,30.96929931640625,-87.05159759521484,215,US
85GA,Aiken Field,34.172298431396484,-83.73100280761719,1020,US
85IA,Henry Airport,43.1786003112793,-92.69740295410156,1125,US
85IL,Durbin Airport,39.637298583984375,-88.63590240478516,664,US
85IN,Leak Airport,40.43389892578125,-87.50499725341797,720,US
85KS,Sanders Airport,39.30099868774414,-95.2145004272461,1070,US
85KY,Deer Run Airpark,38.470298767089844,-85.13860321044922,890,US
85LA,Transco Kaplan Heliport,29.9813,-92.282303,65,US
85LL,Wormley Airport,41.68389892578125,-88.26229858398438,680,US
85MA,Lahey Clinic Heliport,42.484764,-71.201625,241,US
85MI,Dewind Field,42.93230056762695,-86.01380157470703,640,US
85MN,Christison Airport,44.158599853515625,-92.20210266113281,1175,US
85MO,Willhite Airport,37.875,-92.322403,1022,US
85NC,Reagans Roost Ultralightport,35.42919921875,-83.16680145263672,2080,US
85NE,Meyers Freedom Flight Hardy Airport,40.02080154418945,-97.94200134277344,1624,US
85NJ,Webcraft Heliport,40.446800231933594,-74.4937973022461,115,US
85NM,Playas Medical Building Heliport,31.914499282836914,-108.53399658203125,4506,US
85NY,High Acres Airport,42.578399658203125,-78.5199966430664,1540,US
85OH,Tounshendeaux Airport,41.412609,-80.949245,838,US
85OI,Akron Children's Hospital Heliport,41.079093,-81.526859,950,US
